Trace Path6
X(mm), Y(mm), Z(mm)
32.9938115610526, 67.3724140604056, 145.228506969579
32.9938115610511, 67.4825780595345, 145.166250277922
32.9938115610509, 67.5503403751793, 145.128733048713
32.9938115610505, 67.5878399067258, 145.107968683512
32.9938115610426, 67.7145492023264, 145.040885561964
32.9938115610511, 67.8351492919791, 144.975951062761
32.9938115610508, 67.9401554783383, 144.919259473395
32.9938115610506, 67.9871083306402, 144.894857654644
32.9938115610493, 68.1729036329019, 144.797142239639
32.9938115610511, 68.362378426436, 144.699711063217
32.9938115610488, 68.4654201834809, 144.647347468408
32.9938115610513, 68.5423042585, 144.610130046094
32.9938115610595, 68.7514502002086, 144.506153443872
32.9938115610506, 68.957499752336, 144.406876602041
32.9938115610457, 69.1366823528352, 144.323272866841
32.9938115610456, 69.1470338672381, 144.318609730534
32.9938115610512, 69.5320746695877, 144.145375894726
32.9938115610511, 69.7790366912202, 143.993798264675
32.9938115610502, 69.9212610420452, 143.935776295713
32.9938115610548, 70.0374699668763, 143.888438175723
32.9938115610524, 70.4255422054107, 143.711781063847
32.993811561051, 70.8163579770399, 143.531743170369
32.9938115610511, 70.8494906306478, 143.511106168186
32.9938115610502, 71.2893064615104, 143.332887047277
32.9938115610531, 71.7651426307276, 143.148228627081
32.9938115610511, 71.8816255172226, 143.089859249277
32.993811561055, 72.0580609699875, 143.033679546987
32.9938115610509, 73.141016424423, 142.69616011261
32.9938115610551, 74.0273444917439, 142.51120989334
32.993811561051, 74.4742722664502, 142.42250588427
32.9938115610521, 74.5681223657013, 142.418277105031
32.9938115610511, 75.7401179379143, 142.222916270908
32.993811561051, 76.1742330504748, 142.242095085908
32.9938115610433, 77.4896890777236, 142.130232625403
32.9938115610516, 77.9466271930489, 142.183159810859
32.9938115610491, 79.896100255282, 142.310979406269
32.9938115610511, 80.8884255418403, 142.472029475648
32.9938115610515, 81.9529205192497, 142.728963034963
32.9938115610515, 81.9529205192497, 142.728963034963
32.9938115610511, 84.0439860178779, 143.58171722849
32.9938115610511, 84.7538513387112, 143.965307830109
32.9938115610587, 86.0469339723737, 144.781346284502
32.9938115610509, 86.0753116564651, 144.801180374987
32.9938115610518, 87.992391054084, 146.320994272688
32.9938115610511, 88.553912463796, 146.848012592703
32.9938115610508, 89.1930434709952, 147.503126930948
32.99381156105, 89.8207468986266, 148.216739207934
32.9938115610502, 89.8375104302083, 148.236874043138
32.9938115610511, 90.3878190035824, 148.933278865644
32.9938115610579, 91.0041791702812, 149.803387348263
32.9938115610511, 91.4776432480316, 150.550008605726
32.9938115610491, 91.7422198709057, 151.00344147495
32.9938115610511, 92.4913426479716, 152.490037727331
32.993811561043, 92.8019174736042, 153.227458428414
32.9938115610511, 92.8163405720017, 153.264106779567
32.9938115610511, 93.1947534142012, 154.328804735573
32.9938115610562, 93.6099576358115, 155.883506701389
32.9938115610525, 93.6977711335993, 156.321503586688
32.9938115610511, 93.8730944467578, 157.512301329117
32.9938115610539, 93.9558917424612, 158.676103863024
32.9938115610505, 93.9606161814291, 159.641612748394
32.9938115610511, 93.9543370722792, 159.832043634444
32.9938115610509, 93.8966219295075, 160.716768191805
32.9938115610512, 93.6606955360949, 162.330074975229
32.9938115610486, 93.4851700413857, 163.08901168244
32.993811561042, 93.3234152833802, 163.667534101621
32.9938115610415, 93.0207039579266, 164.570170391664
32.9938115610514, 92.1866439804487, 166.487699254049
32.99381156105, 92.1470594138691, 166.565967104481
32.9938115610427, 90.1621967547647, 169.668902467164
32.9938115610511, 88.4923308038644, 171.567927101226
32.9938115610496, 87.4984221450761, 172.507261486615
32.9938115610526, 85.7442387709659, 173.951888100169
32.9938115610514, 84.205222364962, 174.855625169228
32.9938115610511, 82.0309459400926, 175.62794628953
32.9938115610531, 80.1779038448507, 176.034762867602
32.9938115610604, 76.3886709981561, 176.228026794629
32.993811561056, 75.9192029874467, 176.185958329446
32.9938115610515, 74.083486699821, 175.992318033443
32.9938115610589, 71.675107859666, 175.442440039074
32.9938115610593, 70.9661032057757, 175.20714403721
32.9938115610445, 69.4650864204141, 174.601478161769
32.9938115610475, 67.6745246705999, 173.651207976791
32.9938115610511, 66.0842570517686, 172.546726780863
32.9938115610511, 64.2068398200068, 170.81505361042
32.9938115610448, 61.8955682576602, 167.559996681495
32.9938115610492, 61.5955219673573, 166.973489168638
32.9938115610487, 61.3391163158481, 166.416205861573
32.9938115610419, 60.3761487800663, 163.592406653553
32.993811561051, 60.1412744226892, 162.484557181269
32.9938115610533, 60.0938995028326, 162.207159866771
32.9938115610452, 59.9238761315399, 157.674694393511
32.993811561051, 60.0677423967636, 156.492075219589
32.9938115610527, 60.656853761287, 153.887190943342
32.9938115610502, 60.9910888636508, 152.88254698082
32.993811561051, 61.4569977053929, 151.748422935077
32.9938115610503, 63.5311500603806, 148.425133236423
32.9938115610471, 65.997155473256, 146.084127481839
32.9938115610454, 67.6271606424764, 145.080264216257
32.993811561056, 72.6035095425915, 142.852734655156
32.9938115610415, 76.593246990789, 142.170492772777
32.993811561051, 78.2909119907986, 142.153249291209
32.9938115610479, 78.7140245933498, 142.196859108712
32.993811561051, 83.9896689462208, 143.844101155529
32.993811561042, 86.7564654717121, 145.547343963917
32.9938115610511, 88.9435998773471, 147.477336717129
32.9938115610509, 89.0650518259747, 147.604270648564
32.9938115610532, 91.0929386151537, 150.162751574306
32.993811561051, 92.0592089532161, 151.832578513741
32.993811561051, 92.4836824727595, 152.743913427661
32.9938115610449, 93.0471935374321, 154.231469320865
32.9938115610449, 93.6445756561492, 156.72255533003
32.9938115610517, 93.8344610189787, 158.797960497936
32.9938115610464, 93.8402886152186, 159.158816972
32.9938115610511, 92.8751910450279, 164.659378648272
32.9938115610515, 92.4564966619587, 165.682486812033
32.9938115610502, 91.9710517179238, 166.685193029214
32.9938115610511, 88.6016863307107, 171.289036958976
32.9938115610482, 82.9656352788845, 175.348853231463
32.9938115610511, 79.773845077688, 176.095116628085
32.9938115610511, 75.995206845823, 176.195096745149
32.993811561051, 75.7981320106725, 176.175187474452
32.9938115610513, 71.1024795851565, 175.239237818341
32.9938115610514, 69.2974617342075, 174.531686073341
